name,url,tags
Idle Champions of the Forgotten Realms,https://store.steampowered.com/app/627690/Idle_Champions_of_the_Forgotten_Realms/?snr=1_7_7_7000_150_16,"Dungeons & Dragons,Free to Play,Strategy,Idler,Fantasy,Clicker,Adventure,Indie,Action,Management,Singleplayer,Puzzle,Casual,RPG,2D,Loot,Dungeon Crawler,Magic,LGBTQ+,Funny"
One Military Camp,https://store.steampowered.com/app/1743830/One_Military_Camp/?snr=1_7_7_7000_150_16,"Management,Base Building,City Builder,Resource Management,Simulation,Sandbox,Economy,Building,Strategy,Colony Sim,Time Management,Strategy RPG,Character Customization,Funny,Life Sim,Stylized,Isometric,Class-Based,Indie,Real Time Tactics"
RUSSIAPHOBIA,https://store.steampowered.com/app/1184160/RUSSIAPHOBIA/?snr=1_7_7_7000_150_16,"Action,Memes,Indie,Massively Multiplayer,Adventure,Comedy,RPG,Simulation,Horror,Funny,Strategy,Relaxing,Story Rich,Family Friendly,Singleplayer,Political Sim,Open World,Stylized,Idler,Action-Adventure"
OneShot,https://store.steampowered.com/app/420530/OneShot/?snr=1_7_7_7000_150_16,"Story Rich,Pixel Graphics,Great Soundtrack,Indie,Cute,Atmospheric,Puzzle,Singleplayer,Choices Matter,Adventure,Multiple Endings,RPGMaker,2D,Surreal,RPG,Exploration,Replay Value,Casual,Psychological Horror,Anime"
TRADER LIFE SIMULATOR,https://store.steampowered.com/app/1415660/TRADER_LIFE_SIMULATOR/?snr=1_7_7_7000_150_16,"Simulation,Life Sim,Building,Driving,Realistic,Economy,Logic,Sandbox,Survival,Exploration,Open World,First-Person,FPS,Singleplayer,Indie,Physics,Education,VR,3D,Inventory Management"
Skater XL - The Ultimate Skateboarding Game,https://store.steampowered.com/app/962730/Skater_XL__The_Ultimate_Skateboarding_Game/?snr=1_7_7_7000_150_16,"Skateboarding,Skating,Sports,Sandbox,Moddable,Mod,Simulation,Physics,Controller,Action,Singleplayer,Realistic,Adventure,Open World,Character Customization,Multiplayer,Snowboarding,Soundtrack,Indie,Early Access"
Beyond: Two Souls,https://store.steampowered.com/app/960990/Beyond_Two_Souls/?snr=1_7_7_7000_150_16,"Adventure,Choices Matter,Story Rich,Female Protagonist,Cinematic,Singleplayer,Emotional,Sci-fi,Dynamic Narration,Quick-Time Events,Third Person,Narration,Atmospheric,Horror,Thriller,Co-op,Great Soundtrack,Beautiful,Violent,Drama"
Ultimate Admiral: Dreadnoughts,https://store.steampowered.com/app/1069660/Ultimate_Admiral_Dreadnoughts/?snr=1_7_7_7000_150_17,"Naval Combat,Naval,Wargame,Military,Building,Historical,Simulation,Strategy,World War II,War,World War I,Grand Strategy,RTS,Turn-Based Strategy,Strategy RPG,Submarine,Sandbox,RPG,Economy,Realistic"
Gravity Circuit,https://store.steampowered.com/app/858710/Gravity_Circuit/?snr=1_7_7_7000_150_17,"Action,Indie,Platformer,2D,Pixel Graphics,Singleplayer,Robots,Controller,2D Platformer,Fast-Paced,Retro,Side Scroller,Metroidvania,Beat 'em up,Great Soundtrack,Superhero,Sci-fi,Soundtrack,Level Editor"
MX Bikes,https://store.steampowered.com/app/655500/MX_Bikes/?snr=1_7_7_7000_150_17,"Motocross,Motorbike,Simulation,Multiplayer,Realistic,Offroad,Racing,Moddable,eSports,VR,Automobile Sim,Controller,Early Access,Bikes,Physics,Difficult,Immersive Sim,3D,First-Person,Third Person"
Creepy Tale 3: Ingrid Penance,https://store.steampowered.com/app/1761780/Creepy_Tale_3_Ingrid_Penance/?snr=1_7_7_7000_150_17,"Dark,Singleplayer,Horror,Narration,Escape Room,Puzzle,Drama,Mystery,Point & Click,Supernatural,Atmospheric,Psychological Horror,Adventure,Story Rich,Hand-drawn,Indie,RPG,2D,Side Scroller,Puzzle Platformer"
Hero Siege,https://store.steampowered.com/app/269210/Hero_Siege/?snr=1_7_7_7000_150_17,"RPG,Action Roguelike,Hack and Slash,Pixel Graphics,Roguelike,Multiplayer,Indie,Action,Co-op,Adventure,Local Co-Op,2D,Roguelite,Top-Down,Action RPG,Massively Multiplayer,Bullet Hell,Singleplayer,Difficult,Controller"
War Selection,https://store.steampowered.com/app/1022450/War_Selection/?snr=1_7_7_7000_150_17,"Strategy,Base Building,Free to Play,RTS,Multiplayer,Military,Massively Multiplayer,War,Online Co-Op,PvP,Singleplayer,Survival,Historical,Co-op,Management,Indie,PvE,Early Access,Atmospheric,Replay Value"
Untitled Goose Game,https://store.steampowered.com/app/837470/Untitled_Goose_Game/?snr=1_7_7_7000_150_17,"Funny,Villain Protagonist,Multiplayer,Co-op,Comedy,Stealth,Indie,Puzzle,Cute,Singleplayer,Family Friendly,Local Co-Op,Physics,Colorful,Third Person,Adventure,Local Multiplayer,Sandbox,Action,Simulation"
Undisputed,https://store.steampowered.com/app/1451190/Undisputed/?snr=1_7_7_7000_150_17,"3D Fighter,3D,Third Person,Combat,Controller,Boxing,Fighting,Multiplayer,Sports,Realistic,Early Access,Singleplayer,Local Multiplayer,Action,eSports,Simulation,PvE,PvP,Character Customization,Immersive Sim"
King Arthur: Knight's Tale,https://store.steampowered.com/app/1157390/King_Arthur_Knights_Tale/?snr=1_7_7_7000_150_17,"Tactical RPG,Turn-Based Tactics,Dark Fantasy,RPG,Turn-Based Combat,Choices Matter,Grid-Based Movement,Singleplayer,Turn-Based,Strategy,PvE,Roguelite,Strategy RPG,Turn-Based Strategy,Medieval,Base Building,3D,CRPG,Isometric,Mythology"
Granny Remake,https://store.steampowered.com/app/2110820/Granny_Remake/?snr=1_7_7_7000_150_17,"Horror,Survival Horror,Atmospheric,Stealth,Zombies,Action,Indie,Psychological Horror,Female Protagonist,First-Person,Sandbox,Singleplayer,Survival,Thriller,Dark,Multiple Endings,Exploration,PvE,Realistic,Loot"
Orcs Must Die! 3,https://store.steampowered.com/app/1522820/Orcs_Must_Die_3/?snr=1_7_7_7000_150_17,"Tower Defense,Co-op,Strategy,Third-Person Shooter,PvE,Action,3D,Multiplayer,Third Person,Funny,Online Co-Op,Fantasy,Adventure,Co-op Campaign,Combat,Singleplayer,Stylized,Physics,Comedy,Cartoony"
The Jackbox Party Pack 6,https://store.steampowered.com/app/1005300/The_Jackbox_Party_Pack_6/?snr=1_7_7_7000_150_17,"Trivia,Casual,Multiplayer,Indie,Local Multiplayer,Funny,Party,Comedy,Board Game,Party Game,Local Co-Op,Family Friendly,Co-op,Strategy,Social Deduction,Singleplayer"
Totally Accurate Battle Simulator,https://store.steampowered.com/app/508440/Totally_Accurate_Battle_Simulator/?snr=1_7_7_7000_150_17,"Sandbox,Simulation,Funny,Physics,Singleplayer,War,Indie,Adventure,Realistic,Strategy,Colorful,Fantasy,3D,Comedy,Action,Historical,Family Friendly,Cute,Wargame,Memes"
Battlefleet Gothic: Armada 2,https://store.steampowered.com/app/573100/Battlefleet_Gothic_Armada_2/?snr=1_7_7_7000_150_17,"Strategy,Space,Warhammer 40K,Real Time Tactics,RTS,Sci-fi,Singleplayer,Games Workshop,Violent,Co-op,Multiplayer,Naval,Atmospheric,War,Co-op Campaign,Tactical,Naval Combat"
Do Not Feed the Monkeys,https://store.steampowered.com/app/658850/Do_Not_Feed_the_Monkeys/?snr=1_7_7_7000_150_17,"Point & Click,Political Sim,Management,2D,Dark Humor,Strategy,Multiple Endings,Funny,Choices Matter,Story Rich,Pixel Graphics,Simulation,Adventure,Dystopian,Resource Management,Atmospheric,Singleplayer,Nudity,Sexual Content,Mature"
Testament: The Order of High Human,https://store.steampowered.com/app/2176430/Testament_The_Order_of_High_Human/?snr=1_7_7_7000_150_18,"RPG,First-Person,Fantasy,Action,Action-Adventure,Adventure,Singleplayer,Action RPG,Swordplay,Magic,Archery,Metroidvania,Medieval,Dark Fantasy,Lore-Rich,Story Rich,Post-apocalyptic,Atmospheric,Indie,Puzzle Platformer"
Hello Neighbor,https://store.steampowered.com/app/521890/Hello_Neighbor/?snr=1_7_7_7000_150_17,"Horror,Sandbox,Stealth,Action-Adventure,First-Person,Story Rich,Survival Horror,Difficult,3D Platformer,FPS,Survival,Strategy,3D,Funny,Psychological Horror,Dark Humor,Family Friendly,Multiple Endings,Surreal,Action"
Just Shapes & Beats,https://store.steampowered.com/app/531510/Just_Shapes__Beats/?snr=1_7_7_7000_150_17,"Rhythm,Great Soundtrack,Music,Bullet Hell,Difficult,Multiplayer,2D,Indie,Action,Co-op,Singleplayer,Local Multiplayer,Local Co-Op,Online Co-Op,Fast-Paced,4 Player Local,Story Rich,Colorful,Funny,Strategy"
The Lord of the Rings Online™,https://store.steampowered.com/app/212500/The_Lord_of_the_Rings_Online/?snr=1_7_7_7000_150_18,"Free to Play,MMORPG,Massively Multiplayer,Open World,Fantasy,RPG,Adventure,Multiplayer,Character Customization,Based On A Novel,Exploration,Action,Story Rich,Online Co-Op,Co-op,Survival,Third Person,PvP,Singleplayer,Dark Fantasy"
Mechabellum,https://store.steampowered.com/app/669330/Mechabellum/?snr=1_7_7_7000_150_18,"Early Access,Auto Battler,Strategy,Mechs,Multiplayer,Robots,Simulation,War,Turn-Based,PvP,Action,Co-op,Singleplayer,RTS,Turn-Based Strategy,Tower Defense,Turn-Based Tactics,Real Time Tactics,Wargame,Action RTS"
Sea Dogs: To Each His Own - Pirate Open World RPG,https://store.steampowered.com/app/223330/Sea_Dogs_To_Each_His_Own__Pirate_Open_World_RPG/?snr=1_7_7_7000_150_18,"Pirates,Naval,RPG,Sandbox,Naval Combat,Sailing,Action RPG,Third Person,Character Customization,3D,Historical,Romance,Open World,Choices Matter,Action,Story Rich,Singleplayer,Multiple Endings,Replay Value,Adventure"
G.O.P.O.T.A,https://store.steampowered.com/app/2389240/GOPOTA/?snr=1_7_7_7000_150_18,"Life Sim,First-Person,Dark Humor,Funny,Memes,Indie,Casual,Walking Simulator,Satire,Simulation,Choose Your Own Adventure,Exploration,3D,Realistic,Survival,Psychological,Relaxing,Perma Death,Singleplayer,Adventure"
20 Minutes Till Dawn,https://store.steampowered.com/app/1966900/20_Minutes_Till_Dawn/?snr=1_7_7_7000_150_18,"Action Roguelike,Bullet Hell,Shoot 'Em Up,Top-Down Shooter,Roguelite,Lovecraftian,Twin Stick Shooter,Roguelike,Action RPG,2D,Tutorial,Pixel Graphics,RPG,Top-Down,Action,Controller,Gun Customization,Dark Fantasy,Score Attack,Survival"
Gothic 1,https://store.steampowered.com/app/65540/Gothic_1/?snr=1_7_7_7000_150_18,"RPG,Open World,Classic,Atmospheric,Singleplayer,Fantasy,Gothic,Third Person,Action,Medieval,Adventure,Story Rich,Dark Fantasy,Magic,Great Soundtrack,Action RPG,Retro,Difficult,Choices Matter,Nostalgia"
3on3 FreeStyle: Rebound,https://store.steampowered.com/app/1292630/3on3_FreeStyle_Rebound/?snr=1_7_7_7000_150_18,"Free to Play,Sports,Basketball,Multiplayer,Action,Casual,Controller,Online Co-Op,PvP,Team-Based,Co-op,Competitive,Real-Time,eSports,3D,Cartoony,Modern,Character Customization,Massively Multiplayer,Cinematic"
Paladins®,https://store.steampowered.com/app/444090/Paladins/?snr=1_7_7_7000_150_18,"Hero Shooter,Free to Play,Multiplayer,FPS,Shooter,Action,Team-Based,First-Person,PvP,MOBA,Online Co-Op,Fantasy,Controller,Strategy,Co-op,Character Customization,Massively Multiplayer,Adventure,Colorful,Funny"
Astro Colony,https://store.steampowered.com/app/1614550/Astro_Colony/?snr=1_7_7_7000_150_18,"Early Access,Automation,Resource Management,Space,Base Building,Sandbox,Exploration,Crafting,3D,Flight,Open World,Building,Action-Adventure,Space Sim,Voxel,Procedural Generation,Mars,First-Person,Management,Survival"
The Stanley Parable: Ultra Deluxe,https://store.steampowered.com/app/1703340/The_Stanley_Parable_Ultra_Deluxe/?snr=1_7_7_7000_150_18,"Multiple Endings,Comedy,Choices Matter,Walking Simulator,First-Person,Narration,Singleplayer,Funny,Exploration,3D,Psychological Horror,Adventure,Story Rich,Casual,Emotional,Mystery,Dark Humor,Atmospheric,Horror,Game Development"
Pistol Whip,https://store.steampowered.com/app/1079800/Pistol_Whip/?snr=1_7_7_7000_150_18,"VR,Action,Rhythm,Music,Shooter,On-Rails Shooter,FPS,Indie,Arcade,Bullet Hell,Bullet Time,First-Person,Assassin,Soundtrack,Singleplayer,Colorful,Gun Customization,Post-apocalyptic,Cyberpunk,Sci-fi"
NEBULOUS: Fleet Command,https://store.steampowered.com/app/887570/NEBULOUS_Fleet_Command/?snr=1_7_7_7000_150_18,"Strategy,Simulation,RTS,War,Tactical,Space,Grand Strategy,Sci-fi,Military,Action,4X,Sandbox,Singleplayer,Multiplayer,Co-op,Moddable,Historical,Real Time Tactics,Atmospheric,Early Access"
Counter-Strike: Source,https://store.steampowered.com/app/240/CounterStrike_Source/?snr=1_7_7_7000_150_18,"Shooter,Action,FPS,Multiplayer,Team-Based,First-Person,Tactical,Competitive,PvP,eSports,Military,War,Strategy,Moddable,Singleplayer,Difficult,Atmospheric,Survival,Simulation,Sandbox"
Fear Therapy,https://store.steampowered.com/app/1695840/Fear_Therapy/?snr=1_7_7_7000_150_18,"Horror,Multiplayer,Psychological Horror,Co-op,Early Access,Indie,Violent,First-Person,Demons,Survival Horror,Supernatural,PvE,Dark,Difficult,Psychological,PvP,Investigation,Thriller,Mystery,Realistic"
World War 3,https://store.steampowered.com/app/674020/World_War_3/?snr=1_7_7_7000_150_18,"FPS,Multiplayer,Shooter,Military,Tactical,War,PvP,Modern,Action,Team-Based,Realistic,Combat,First-Person,Character Customization,Gun Customization,Early Access,Atmospheric,Physics,3D,Vehicular Combat"
Prison Simulator,https://store.steampowered.com/app/842180/Prison_Simulator/?snr=1_7_7_7000_150_18,"RPG,Casual,Simulation,Crime,Action,Singleplayer,FPS,First-Person,Realistic,Sandbox,Atmospheric,Funny,Dark Comedy,Stealth,Story Rich,Open World,Trading,Inventory Management,Conversation,Combat"
Portal,https://store.steampowered.com/app/400/Portal/?snr=1_7_7_7000_150_18,"Puzzle,Puzzle Platformer,First-Person,3D Platformer,Singleplayer,Sci-fi,Comedy,Female Protagonist,Funny,Physics,Action,Story Rich,Classic,Platformer,Science,Atmospheric,FPS,Dark Humor,Short,Adventure"
Dyson Sphere Program,https://store.steampowered.com/app/1366540/Dyson_Sphere_Program/?snr=1_7_7_7000_150_18,"Space,Automation,Base Building,Building,Open World,Resource Management,Simulation,Sci-fi,Management,Sandbox,City Builder,Strategy,Singleplayer,Space Sim,3D,Third Person,Early Access,Indie,RTS,Casual"
Pathfinder: Wrath of the Righteous - Enhanced Edition,https://store.steampowered.com/app/1184370/Pathfinder_Wrath_of_the_Righteous__Enhanced_Edition/?snr=1_7_7_7000_150_19,"Party-Based RPG,Class-Based,Difficult,Violent,Choose Your Own Adventure,Exploration,Open World,Stylized,RPG,Atmospheric,CRPG,Turn-Based Combat,Story Rich,Fantasy,Character Customization,Isometric,Choices Matter,Dark Fantasy,Dragons,Medieval"
Visage,https://store.steampowered.com/app/594330/Visage/?snr=1_7_7_7000_150_19,"Horror,Psychological Horror,Survival Horror,Dark,First-Person,Multiplayer,Atmospheric,Singleplayer,Adventure,Indie,Violent,Exploration,Realistic,Walking Simulator,Surreal,Early Access,Simulation,Story Rich,Co-op,Experimental"
"Gunner, HEAT, PC!",https://store.steampowered.com/app/1705180/Gunner_HEAT_PC/?snr=1_7_7_7000_150_19,"Early Access,Simulation,Tanks,Realistic,Vehicular Combat,Immersive Sim,Military,Cold War,1980s,Modern,Historical,Action,Shooter,FPS,Wargame,3D,First-Person,Third Person,Alternate History,Destruction"
TEKKEN 7,https://store.steampowered.com/app/389730/TEKKEN_7/?snr=1_7_7_7000_150_19,"Fighting,Action,Multiplayer,Competitive,Arcade,Local Multiplayer,Controller,Great Soundtrack,Singleplayer,3D Fighter,eSports,Sports,Character Customization,Difficult,Anime,Beat 'em up,Story Rich,Third Person,2D Fighter,Atmospheric"
Gold Rush: The Game,https://store.steampowered.com/app/451340/Gold_Rush_The_Game/?snr=1_7_7_7000_150_19,"Simulation,Mining,Singleplayer,Realistic,Open World,Indie,Driving,Sandbox,Economy,Building,First-Person,Exploration,Strategy,Management,Automobile Sim,Adventure,Funny,Relaxing,Casual,Difficult"
Pixel Starships,https://store.steampowered.com/app/378760/Pixel_Starships/?snr=1_7_7_7000_150_19,"Sci-fi,Pixel Graphics,Space,Strategy,2D,Indie,Massively Multiplayer,Building,4X,Early Access,Base Building,Anime,Free to Play,Multiplayer,Turn-Based Tactics,RPG,Strategy RPG,Wargame,Real Time Tactics,Post-apocalyptic"
The Riftbreaker,https://store.steampowered.com/app/780310/The_Riftbreaker/?snr=1_7_7_7000_150_19,"Base Building,Tower Defense,Survival,Strategy,Hack and Slash,Crafting,Resource Management,Sci-fi,Building,Action RPG,Adventure,Exploration,RPG,Isometric,Simulation,Sandbox,Loot,Action,Atmospheric,Mechs"
Idle Slayer,https://store.steampowered.com/app/1353300/Idle_Slayer/?snr=1_7_7_7000_150_19,"Casual,Idler,Clicker,Free to Play,2D Platformer,Pixel Graphics,2D,Experimental,Retro,Singleplayer,Indie,Old School,Medieval,Nonlinear,Strategy,Procedural Generation,Score Attack,RPG,Multiplayer"
Stronghold HD,https://store.steampowered.com/app/40950/Stronghold_HD/?snr=1_7_7_7000_150_19,"Real Time Tactics,City Builder,Colony Sim,Sandbox,Building,Medieval,Tower Defense,Economy,Base Building,RTS,Strategy,2D,Isometric,Funny,Historical,Simulation,Open World,Atmospheric,Comedy,Resource Management"
Combat Mission Battle for Normandy,https://store.steampowered.com/app/2297010/Combat_Mission_Battle_for_Normandy/?snr=1_7_7_7000_150_19,"Strategy,Turn-Based Strategy,Turn-Based Tactics,World War II,3D,PvP,Multiplayer,Singleplayer"
Just Die Already,https://store.steampowered.com/app/979070/Just_Die_Already/?snr=1_7_7_7000_150_19,"Open World,Sandbox,Multiplayer,Adventure,Simulation,Indie,Gore,Violent,Comedy,Funny,Shooter,Nudity,Online Co-Op,Co-op,Third Person,3D,Singleplayer,Sexual Content,Perma Death,Free to Play"
DARK SOULS™ II: Scholar of the First Sin,https://store.steampowered.com/app/335300/DARK_SOULS_II_Scholar_of_the_First_Sin/?snr=1_7_7_7000_150_19,"Souls-like,Dark Fantasy,RPG,Difficult,Action,Third Person,Atmospheric,Action RPG,Character Customization,Co-op,Multiplayer,Adventure,Fantasy,Medieval,Dark,Singleplayer,Lore-Rich,Story Rich,PvP,Remake"
Necesse,https://store.steampowered.com/app/1169040/Necesse/?snr=1_7_7_7000_150_19,"Open World Survival Craft,Survival,Sandbox,Base Building,Building,Open World,Crafting,Adventure,Action,Early Access,Strategy,City Builder,Multiplayer,Singleplayer,Co-op,Exploration,2D,Online Co-Op,Atmospheric,Replay Value"
DARK SOULS™: REMASTERED,https://store.steampowered.com/app/570940/DARK_SOULS_REMASTERED/?snr=1_7_7_7000_150_19,"Souls-like,Dark Fantasy,RPG,Difficult,Action,Dark,Fantasy,Atmospheric,Action RPG,Great Soundtrack,Lore-Rich,Adventure,Multiplayer,Third Person,Replay Value,Story Rich,Exploration,Character Customization,Soundtrack,Co-op"
Motorcycle Mechanic Simulator 2021,https://store.steampowered.com/app/1078760/Motorcycle_Mechanic_Simulator_2021/?snr=1_7_7_7000_150_19,"Simulation,Racing,Indie,Motorbike,Casual,Management,Sandbox,Building,Driving,Bikes,First-Person,Singleplayer,Crafting,Education,Realistic,Economy,Destruction,Strategy,Memes,3D"
,https://store.steampowered.com/sub/6375/?snr=1_7_7_7000_150_19,
Big Ambitions,https://store.steampowered.com/app/1331550/Big_Ambitions/?snr=1_7_7_7000_150_19,"Early Access,Management,Capitalism,Simulation,Economy,Life Sim,Sandbox,Time Management,Singleplayer,Immersive Sim,Inventory Management,3D,Third Person,Resource Management,Top-Down,RPG,Open World,Modern,Stylized,CRPG"
WAVESHAPER,https://store.steampowered.com/app/562260/WAVESHAPER/?snr=1_7_7_7000_150_19,"Casual,Action,Indie,2D,Minimalist,Score Attack,Runner,Difficult"
Terra Invicta,https://store.steampowered.com/app/1176470/Terra_Invicta/?snr=1_7_7_7000_150_19,"Strategy,Simulation,Grand Strategy,Space,Sci-fi,Historical,4X,War,Tactical,Management,Sandbox,RTS,Military,Real-Time with Pause,Singleplayer,Moddable,Economy,Building,Atmospheric,Early Access"
Survival: Fountain of Youth,https://store.steampowered.com/app/1967630/Survival_Fountain_of_Youth/?snr=1_7_7_7000_150_20,"Survival,Open World Survival Craft,Exploration,Crafting,Violent,Singleplayer,Realistic,Adventure,Puzzle,Early Access,Sandbox,Base Building,Simulation,First-Person,Open World,Historical,Building,Underwater,Immersive Sim,Action-Adventure"
Jagged Alliance 2 - Wildfire,https://store.steampowered.com/app/215930/Jagged_Alliance_2__Wildfire/?snr=1_7_7_7000_150_20,"Strategy,RPG,Turn-Based Tactics,Turn-Based Strategy,Turn-Based,Tactical,Singleplayer,Isometric,Tactical RPG,Classic,Action"
Do Not Feed the Monkeys 2099,https://store.steampowered.com/app/1964040/Do_Not_Feed_the_Monkeys_2099/?snr=1_7_7_7000_150_20,"Dystopian,Choices Matter,Life Sim,Strategy,Multiple Endings,Management,Dark Humor,Funny,Resource Management,Simulation,2D,Story Rich,Pixel Graphics,Singleplayer,Indie,Investigation,Sci-fi,Sequel,Atmospheric,Sexual Content"
Ryse: Son of Rome,https://store.steampowered.com/app/302510/Ryse_Son_of_Rome/?snr=1_7_7_7000_150_20,"Hack and Slash,Action,Quick-Time Events,Rome,Historical,Third Person,Singleplayer,Adventure,Gore,Linear,War,Atmospheric,RPG,Nudity,Open World,Co-op,Multiplayer,Benchmark,Short,Fantasy"
Root,https://store.steampowered.com/app/965580/Root/?snr=1_7_7_7000_150_20,"Board Game,Strategy,Tabletop,War,Wargame,Cute,Indie,Simulation,PvP,Turn-Based Strategy,Singleplayer,Touch-Friendly,Asynchronous Multiplayer,Multiplayer,Card Game,Early Access,Puzzle,Solitaire,Top-Down,Cartoony"
Enter the Gungeon,https://store.steampowered.com/app/311690/Enter_the_Gungeon/?snr=1_7_7_7000_150_20,"Bullet Hell,Action Roguelike,Roguelike,Pixel Graphics,Difficult,Dungeon Crawler,Indie,Local Co-Op,Twin Stick Shooter,Action,Multiplayer,2D,Co-op,Top-Down,Shooter,Singleplayer,Loot,Roguelite,Cute,Funny"
The Incredible Adventures of Van Helsing,https://store.steampowered.com/app/215530/The_Incredible_Adventures_of_Van_Helsing/?snr=1_7_7_7000_150_20,"RPG,Hack and Slash,Action RPG,Action,Adventure,Indie,Fantasy,Co-op,Loot,Steampunk,Multiplayer,Dungeon Crawler,Singleplayer,Isometric,Dark Fantasy,Gothic,Funny,Vampire,Magic,Based On A Novel"
Have a Nice Death,https://store.steampowered.com/app/1740720/Have_a_Nice_Death/?snr=1_7_7_7000_150_20,"Action Roguelike,Hack and Slash,Funny,Action,Singleplayer,2D,2D Platformer,Dark Humor,Cartoony,Cartoon,Gothic,Controller,Roguelike,Comedy,Roguelite,Early Access,Combat,Indie,Platformer,Metroidvania"
Syrian Warfare,https://store.steampowered.com/app/485980/Syrian_Warfare/?snr=1_7_7_7000_150_20,"Real Time Tactics,RTS,Realistic,Military,Atmospheric,Wargame,Modern,Historical,Strategy,Tactical,War,Singleplayer,Indie,Real-Time,Memes,Moddable,Level Editor,Physics,Multiplayer,Simulation"
Escape Simulator,https://store.steampowered.com/app/1435790/Escape_Simulator/?snr=1_7_7_7000_150_20,"Puzzle,Co-op,Escape Room,First-Person,Adventure,Multiplayer,Controller,Mystery,Casual,Family Friendly,Indie,Singleplayer,Simulation,Online Co-Op,Story Rich,Point & Click,Level Editor,Exploration,Walking Simulator,Investigation"
Dinosaur Fossil Hunter,https://store.steampowered.com/app/864700/Dinosaur_Fossil_Hunter/?snr=1_7_7_7000_150_20,"Mining,Simulation,Dinosaurs,Building,Sandbox,Open World,First-Person,Management,Exploration,Realistic,Relaxing,Walking Simulator,Singleplayer,Nature,Resource Management,Family Friendly,Immersive Sim,Adventure,Replay Value,Atmospheric"
Syberia: The World Before,https://store.steampowered.com/app/1410640/Syberia_The_World_Before/?snr=1_7_7_7000_150_20,"Adventure,Story Rich,Puzzle,Point & Click,Steampunk,Exploration,Mystery,Female Protagonist,Cinematic,Detective,Narration,Atmospheric,Realistic,Investigation,Drama,Emotional,Singleplayer,Mature,Third Person,Historical"
Going Medieval,https://store.steampowered.com/app/1029780/Going_Medieval/?snr=1_7_7_7000_150_20,"Early Access,City Builder,Medieval,Colony Sim,Strategy,Simulation,Building,Survival,Base Building,Management,Crafting,Sandbox,RPG,Open World,Resource Management,RTS,Singleplayer,3D,Procedural Generation,Stylized"
Above Snakes,https://store.steampowered.com/app/1589120/Above_Snakes/?snr=1_7_7_7000_150_20,"Open World,Atmospheric,Open World Survival Craft,Sandbox,Building,Relaxing,Exploration,Crafting,Western,Female Protagonist,Isometric,RPG,Adventure,Stylized,Colorful,Base Building,Cozy,Singleplayer,Simulation,Survival"
Iratus: Lord of the Dead,https://store.steampowered.com/app/807120/Iratus_Lord_of_the_Dead/?snr=1_7_7_7000_150_20,"RPG,Strategy,Indie,Turn-Based Combat,Roguelike,Dark Fantasy,Roguelite,Villain Protagonist,Dark,Turn-Based,Turn-Based Tactics,Lovecraftian,Fantasy,2D,Difficult,Replay Value,Gothic,Dungeon Crawler,Violent,Gore"
The Legend of Heroes: Trails into Reverie,https://store.steampowered.com/app/1668540/The_Legend_of_Heroes_Trails_into_Reverie/?snr=1_7_7_7000_150_20,"RPG,JRPG,Party-Based RPG,Anime,Story Rich,3D,Turn-Based Combat,Singleplayer,Great Soundtrack"
MADNESS: Project Nexus,https://store.steampowered.com/app/488860/MADNESS_Project_Nexus/?snr=1_7_7_7000_150_21,"Gore,Arena Shooter,Beat 'em up,Hack and Slash,Gun Customization,Shooter,Funny,Character Customization,3D,Third Person,Action,Combat,Third-Person Shooter,Controller,Blood,Violent,Atmospheric,Co-op,Local Co-Op,Dark"
The Break-In,https://store.steampowered.com/app/1397390/The_BreakIn/?snr=1_7_7_7000_150_21,"Early Access,Simulation,VR,Stealth,Crime,Multiplayer,Heist,Online Co-Op,Action,Funny,Horror,Exploration,Platformer,3D Platformer,Immersive Sim,Physics,Co-op,First-Person,Action-Adventure,Co-op Campaign"
Five Nights at Freddy's 2,https://store.steampowered.com/app/332800/Five_Nights_at_Freddys_2/?snr=1_7_7_7000_150_21,"Horror,Singleplayer,Survival Horror,Robots,Psychological Horror,Difficult,First-Person,Dark,Indie,Survival,Point & Click,Strategy,Atmospheric,Story Rich,Mystery,Fast-Paced,Resource Management,Jump Scare,Historical,Perma Death"
Army of Ruin,https://store.steampowered.com/app/1918040/Army_of_Ruin/?snr=1_7_7_7000_150_21,"Bullet Hell,Roguelite,Top-Down,Shoot 'Em Up,3D,Casual,Action Roguelike,Action,Shooter,Medieval,Stylized,Cartoony,Colorful,Family Friendly,Procedural Generation,Fantasy,Magic,Zombies,PvE,Indie"
FAR: Lone Sails,https://store.steampowered.com/app/609320/FAR_Lone_Sails/?snr=1_7_7_7000_150_21,"Atmospheric,Adventure,Post-apocalyptic,Singleplayer,Exploration,2.5D,Puzzle,Driving,Indie,Short,Action,Story Rich,Puzzle Platformer,Survival,Platformer,Steampunk,Action-Adventure,Nature,Experience,Cinematic"
In Sound Mind,https://store.steampowered.com/app/1119980/In_Sound_Mind/?snr=1_7_7_7000_150_21,"Horror,Psychological Horror,Story Rich,Puzzle,Action,Atmospheric,Singleplayer,Indie,First-Person,Shooter,Action-Adventure,FPS,Platformer,Exploration,3D Platformer,Cats,Psychedelic,Music,Hidden Object,Puzzle Platformer"
